Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4,AS6,X,10.0,7.0,8.7,32,200
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,A6,Z,10.4,7.6,9.1,31,209
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS6,X,12.9,9.8,11.5,25,264
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AM7,Z,10.7,8.3,9.6,29,225
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,13.0,9.0,11.2,25,259
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
NISSAN,Qashqai,STATION WAGON - SMALL,2.0,4,AV7,X,8.6,7.2,8.0,35,188
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,9.2,7.1,8.2,34,194
BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,317
MINI,Cooper Clubman ALL4,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9.0,31,212
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188
CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M6,Z,16.6,12.4,14.7,19,338
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.9,6.6,7.9,36,182
CADILLAC,XT5 AWD,SUV - SMALL,2.0,4,AS9,Z,11.2,8.9,10.1,28,235
BMW,X1 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,10.3,7.7,9.1,31,213
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221
CHEVROLET,EQUINOX AWD,SUV - SMALL,1.5,4,A6,X,9.8,7.9,8.9,32,209
FORD,Explorer FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.5,10.6,12.7,22,299
HYUNDAI,Venue,MID-SIZE,1.6,4,AV,X,8.0,7.0,7.5,38,178
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.3,9.9,29,232
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,10.1,7.5,8.9,32,209
AUDI,A8,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,246
BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233
RAM,1500 4X4 DIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.1,8.8,10.6,27,286
JAGUAR,XF,MID-SIZE,2.0,4,AS8,Z,12.3,8.2,10.5,27,242
MERCEDES-BENZ,AMG E 43 4MATIC,MID-SIZE,3.0,6,A9,Z,12.4,9.4,11.1,25,258
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,A7,Z,22.2,18.0,20.3,14,473
JEEP,NEW WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,13.7,9.6,11.8,24,277
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,299
VOLVO,S60 CC T5 AWD,COMPACT,2.5,5,AS6,X,11.8,8.6,10.3,27,239
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.5,11.3,13.1,22,301
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,196
CHEVROLET,CRUZE,COMPACT,1.4,4,M6,X,8.6,5.8,7.4,38,172
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,15.5,8.8,12.5,23,293
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,Z,18.0,12.8,15.7,18,361
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,14.9,10.2,12.8,22,300
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.2,11.3,14.6,19,341
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,12.8,8.2,10.7,26,246
HONDA,Civic Coupe,COMPACT,2.0,4,M6,X,9.3,6.7,8.1,35,189
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.8,12.7,14.9,19,248
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25,262
TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,14.7,9.5,12.4,23,291
AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.3,8.2,10.5,27,245
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,20,333
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,155
LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,291
PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225
MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8,A9,Z,13.1,8.8,11.2,25,261
BMW,428i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.8,6.7,8.9,32,211
AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30,222
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218
BMW,330i xDrive Sedan,COMPACT,2.0,4,AS8,Z,9.5,6.9,8.3,34,195
BMW,435i COUPE,COMPACT,3.0,6,M6,Z,12.1,8.4,10.5,27,246
HYUNDAI,Kona,SUV - SMALL,2.0,4,AS6,X,8.6,7.0,7.9,36,186
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,Z,11.3,7.9,9.7,29,223
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Z,10.3,7.4,9.0,31,210
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.7,9.0,11.0,26,253
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.3,10.7,12.7,22,296
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7,26,251
CADILLAC,SRX,SUV - STANDARD,3.6,6,AS6,X,14.2,9.8,12.3,23,287
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8.0,35,184
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,9.4,10.8,26,253
BMW,440i xDrive Coupe,COMPACT,3.0,6,M6,Z,13.0,8.5,11.0,26,256
JEEP,NEW COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331
FORD,ESCAPE,SUV - SMALL,1.5,4,AS6,X,10.2,7.8,9.1,31,214
BUICK,LaCrosse eAssist,MID-SIZE,2.5,4,AS6,X,9.4,6.8,8.2,34,192
ALFA ROMEO,Stelvio,SUV - SMALL,2.0,4,A8,Z,10.3,8.1,9.3,30,218
PORSCHE,911 GT3RS,TWO-SEATER,4.0,6,AM7,Z,16.3,11.8,14.3,20,334
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.8,6.5,7.8,36,183
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,32,202
LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204
LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.0,10.5,11.9,24,278
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.1,5.9,7.1,40,163
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,X,9.5,7.2,8.5,33,198
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,X,12.0,7.6,10.0,28,230
KIA,OPTIMA,MID-SIZE,2.4,4,AS6,X,10.2,6.9,8.7,32,200
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,7.9,5.7,6.9,41,162
BMW,430i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,10.2,7.2,8.9,32,208
PORSCHE,CAYENNE S HYBRID,SUV - STANDARD,3.0,6,A8,Z,11.8,9.9,10.9,26,251
KIA,Rio,COMPACT,1.6,4,AS6,X,8.5,6.4,7.5,38,177
MAZDA,Mazda3 4-Door 4WD,COMPACT,2.5,4,AS6,X,9.2,7.0,8.2,34,192
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,25,268
VOLKSWAGEN,Golf,COMPACT,1.4,4,M6,X,8.2,6.3,7.4,38,172
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,D,13.4,10.2,12.0,24,324
MITSUBISHI,Mirage,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.8,9.0,31,207
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,AS7,Z,13.8,10.1,12.1,23,285
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.4,64,103
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.3,7.2,8.4,34,194
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.8,6.5,7.8,36,184
NISSAN,Altima SR/Platinum,MID-SIZE,2.5,4,AV,X,8.5,6.3,7.5,38,177
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.3,8.0,9.2,31,217
BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.3,11.1,13.4,21,314
MERCEDES-BENZ,C 300 4MATIC Coupe,SUBCOMPACT,2.0,4,A9,Z,10.9,7.7,9.5,30,221
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.7,10.7,12.9,22,303
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,8.5,7.5,8.0,35,189
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.2,7.0,8.2,34,193
JAGUAR,F-TYPE Convertible,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,17.1,11.1,14.4,20,237
KIA,FORTE,MID-SIZE,1.8,4,AS6,X,8.9,6.1,7.6,37,179
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.9,8.0,9.6,29,224
CADILLAC,CT6 AWD,FULL-SIZE,3.0,6,AS8,Z,13.0,9.1,11.2,25,263
PORSCHE,911 Carrera 4S,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243
BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,13.7,10.1,12.1,23,278
HYUNDAI,ELANTRA,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.1,10.4,12.4,23,292
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,11.6,13.4,21,308
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,373
HONDA,ACCORD,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,A7,Z,13.4,9.6,11.7,24,274
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.2,7.4,8.4,34,196
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,X,11.9,8.5,10.4,27,242
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,X,12.5,8.2,10.6,27,244
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,246
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.8,9.3,11.2,25,263
CHEVROLET,TAHOE 4WD FFV,SUV - STANDARD,5.3,8,A6,E,20.9,14.5,18.0,16,300
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,7.5,6.0,6.8,42,156
MINI,Cooper S Convertible,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197
CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,30.6,20.6,26.1,11,418
RAM,1500 HFE eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.6,9.0,10.4,27,245
VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.4,7.4,9.6,29,221
CADILLAC,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,12.6,22,295
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,288
DODGE,DURANGO AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,29,232
BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,278
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,5.7,4.9,5.3,53,124
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,19.6,11.7,16.0,18,375
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,370
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.3,9.3,10.9,26,257
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.8,8.3,10.2,28,235
HONDA,ACCORD HYBRID,FULL-SIZE,2.0,4,AV,X,5.0,5.1,5.1,55,118
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Z,9.7,7.0,8.5,33,198
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,E,22.4,17.0,20.0,14,320
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,X,12.2,8.6,10.6,27,244
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.0,7.5,7.7,37,177
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,246
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.8,7.6,9.4,30,219
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20,331
MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,13.5,15.5,18,356
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AS6,X,10.4,7.0,8.9,32,205
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,13.0,8.9,11.1,25,261
LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.5,9.6,12.3,23,283
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,9.6,6.6,8.3,34,191
NISSAN,Sentra Nismo,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,X,5.3,5.0,5.2,54,120
MINI,Cooper S 5 Door,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,12.2,8.2,10.4,27,242
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,8.5,6.4,7.6,37,175
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.1,7.6,37,175
FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,X,15.4,9.7,12.9,22,303
KIA,Telluride AWD,SUV - SMALL,3.8,6,AS8,X,12.5,9.6,11.2,25,264
CADILLAC,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9.0,11.6,24,272
BMW,X3 M40i,SUV - SMALL,3.0,6,AS8,Z,11.9,8.7,10.4,27,245
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,8.2,5.9,7.2,39,166
BMW,M2 Competition,SUBCOMPACT,3.0,6,M6,Z,13.4,9.6,11.7,24,273
GMC,Terrain AWD,SUV - SMALL,1.5,4,A9,X,9.5,8.3,9.0,31,210
RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.3,8.0,9.8,29,265
JEEP,Cherokee 4X4 Active Drive I,SUV - SMALL,3.2,6,A9,X,12.2,8.6,10.6,27,249
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.0,6,AM7,Z,11.5,9.1,10.4,27,243
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,8.8,7.3,8.1,35,191
GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,X,11.2,9.4,10.4,27,243
HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,26,257
CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,11.3,8.9,10.2,28,238
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,11.9,24,274
JAGUAR,XJ R-Sport AWD,FULL-SIZE,3.0,6,AS8,Z,14.0,9.0,11.8,24,276
JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230
INFINITI,Q50,MID-SIZE,2.0,4,AS7,Z,10.2,7.7,9.1,31,214
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6,24,267
CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.7,5.0,6.5,43,175
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,7.1,40,167
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,11.7,8.5,10.3,27,165
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,18.0,16,288
BMW,X5 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,AM6,Z,10.8,7.8,9.5,30,219
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,6.9,7.5,38,172
DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305
BUICK,Encore AWD,SUV - SMALL,1.4,4,AS6,X,9.9,8.1,9.1,31,214
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240
KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.7,7.0,8.3,34,197
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.5,10.5,12.2,23,286
JAGUAR,XE 25t AWD,COMPACT,2.0,4,AS8,Z,9.8,6.9,8.5,33,200
HONDA,Civic Sedan,MID-SIZE,1.5,4,AV7,X,7.8,6.2,7.1,40,165
CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Z,15.4,8.7,12.4,23,290
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16,414
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,28,232
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,245
BMW,650i xDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Z,14.0,10.0,12.2,23,286
MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,11.0,26,258
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,4.0,8,A9,Z,15.2,11.0,13.3,21,312
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8.0,35,184
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.3,10.8,26,251
ACURA,TSX,COMPACT,2.4,4,AS5,Z,10.6,7.5,9.2,31,212
NISSAN,370Z COUPE,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,264
MERCEDES-BENZ,CLA 250 4MATIC,SUBCOMPACT,2.0,4,AS7,Z,9.9,7.4,8.8,32,202
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,9.6,6.6,8.3,34,191
DODGE,Charger (MDS),FULL-SIZE,5.7,8,A5,X,15.6,9.7,12.9,22,302
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,13.8,9.4,11.9,24,280
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.4,7.3,39,168
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35,190
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,260
AUDI,Q8,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,326
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.6,9.1,10.5,27,244
KIA,STINGER AWD,MID-SIZE,3.3,6,AS8,Z,12.7,9.6,11.3,25,265
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Z,11.0,8.3,9.8,29,229
KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,330
GMC,TERRAIN,SUV - SMALL,1.6,4,A6,D,8.5,6.0,7.4,38,198
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,10.5,7.8,9.3,30,218
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.8,9.0,11.1,25,259
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.7,10.4,13.3,21,311
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8.0,7.0,7.6,37,175
HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.4,6.5,8.1,35,191
BMW,Z4 M40i,TWO-SEATER,3.0,6,AS8,Z,10.3,8.0,9.3,30,216
CHEVROLET,Trax AWD,SUV - SMALL,1.4,4,AS6,X,10.0,8.0,9.1,31,214
ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,Z,10.4,7.7,9.2,31,212
MERCEDES-BENZ,AMG GLA 45 4MATIC,STATION WAGON - MID-SIZE,2.0,4,AM7,Z,10.7,8.3,9.6,29,225
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23,292
LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS7,Z,17.3,11.0,14.5,19,340
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.9,8.0,9.6,29,221
LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14.0,9.4,12.0,24,280
KIA,CADENZA,FULL-SIZE,3.3,6,AS6,X,12.7,8.4,10.7,26,251
JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.1,11.3,25,264
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,9.6,6.7,8.3,34,191
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Z,13.5,10.6,12.2,23,285
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155
ASTON MARTIN,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.4,12.8,16.4,17,388
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.9,10.0,12.1,23,284
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,297
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.6,12.0,15.0,19,248
BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.0,8.2,9.2,31,215
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,227
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,X,12.7,8.5,10.8,26,254
BENTLEY,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,22.2,13.6,18.3,15,430
